"","well","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","combined_data$Strain_nice"
"12139","12139_E10_E. coli_",1,1,0,1,0,1,1,1,"E. coli"
"12140","12140_D2_E. coli_",0,1,0,1,1,0,0,0,"E. coli"
"12141","12141_C5_E. coli_",0,1,0,0,0,0,1,0,"E. coli"
"12142","12142_F4_E. coli_",0,1,0,1,0,0,0,0,"E. coli"
"12143","12143_G11_E. coli_",0,1,1,0,0,1,0,0,"E. coli"
"12144","12144_C7_E. coli_",0,0,1,1,0,1,0,1,"E. coli"
"12145","12145_F9_E. coli_",1,1,1,0,1,1,0,0,"E. coli"
"12146","12146_E4_E. coli_",0,0,1,1,0,0,0,1,"E. coli"
"12147","12147_E10_E. coli_",1,1,0,1,0,1,1,1,"E. coli"
"12148","12148_G4_E. coli_",0,1,1,1,1,1,0,0,"E. coli"
"12149","12149_D3_E. coli_",1,0,1,0,1,1,1,0,"E. coli"
"12150","12150_G2_E. coli_",1,0,1,1,0,1,1,0,"E. coli"
"12151","12151_E9_E. coli_",1,1,1,1,0,0,0,1,"E. coli"
"12152","12152_C4_E. coli_",0,1,1,1,1,1,1,1,"E. coli"
"12153","12153_G6_E. coli_",0,0,0,0,1,1,0,1,"E. coli"
"12154","12154_G10_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12155","12155_C3_E. coli_",0,1,0,0,1,0,1,0,"E. coli"
"12156","12156_G4_E. coli_",0,1,0,1,1,1,0,0,"E. coli"
"12157","12157_D10_E. coli_",1,1,1,0,0,1,0,1,"E. coli"
"12158","12158_B4_E. coli_",1,0,0,1,1,1,1,0,"E. coli"
"12159","12159_E2_E. coli_",0,0,0,1,0,0,0,0,"E. coli"
"12160","12160_D7_E. coli_",0,0,1,1,0,0,1,1,"E. coli"
"12161","12161_F6_E. coli_",0,0,0,0,1,1,1,0,"E. coli"
"12162","12162_E10_E. coli_",1,0,0,0,1,1,0,0,"E. coli"
"12163","12163_C3_E. coli_",0,1,0,0,1,0,1,0,"E. coli"
"12164","12164_F3_E. coli_",1,1,1,0,1,1,1,1,"E. coli"
"12165","12165_D5_E. coli_",0,1,0,1,0,1,1,0,"E. coli"
"12166","12166_B11_E. coli_",1,0,1,1,1,1,0,1,"E. coli"
"12167","12167_E4_E. coli_",0,0,1,1,0,0,0,1,"E. coli"
"12168","12168_B9_E. coli_",1,0,1,1,0,0,0,0,"E. coli"
"12169","12169_C6_E. coli_",0,0,1,0,0,0,0,1,"E. coli"
"12170","12170_F7_E. coli_",0,0,1,0,1,1,0,1,"E. coli"
"12171","12171_E7_E. coli_",0,0,0,0,0,1,1,0,"E. coli"
"12172","12172_F2_E. coli_",1,0,0,0,1,1,0,1,"E. coli"
"12173","12173_C8_E. coli_",0,0,0,1,1,1,1,0,"E. coli"
"12174","12174_F8_E. coli_",1,1,1,1,1,0,0,1,"E. coli"
"12175","12175_C3_E. coli_",0,1,0,0,1,0,1,0,"E. coli"
"12176","12176_E5_E. coli_",0,0,1,0,0,0,1,1,"E. coli"
"12177","12177_D6_E. coli_",0,1,1,0,0,1,1,1,"E. coli"
"12178","12178_D10_E. coli_",1,0,1,1,0,0,0,1,"E. coli"
"12179","12179_E10_E. coli_",1,0,0,0,1,1,0,0,"E. coli"
"12180","12180_E11_E. coli_",1,0,1,0,1,1,1,1,"E. coli"
"12181","12181_B7_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12182","12182_E10_E. coli_",1,0,0,0,1,1,0,0,"E. coli"
"12183","12183_G8_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12184","12184_G9_E. coli_",1,0,0,1,1,0,0,0,"E. coli"
"12185","12185_C3_E. coli_",0,1,0,0,1,0,1,0,"E. coli"
"12186","12186_D9_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12187","12187_F9_E. coli_",1,1,0,0,0,0,1,1,"E. coli"
"12188","12188_C7_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12189","12189_C6_E. coli_",0,0,1,0,0,0,0,1,"E. coli"
"12190","12190_D4_E. coli_",1,0,0,1,1,0,1,1,"E. coli"
"12191","12191_E11_E. coli_",0,1,1,1,0,0,0,0,"E. coli"
"12192","12192_B10_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12193","12193_C8_E. coli_",0,0,0,1,1,1,1,0,"E. coli"
"12194","12194_E8_E. coli_",1,1,0,0,0,1,0,0,"E. coli"
"12195","12195_B9_E. coli_",1,0,1,1,0,0,0,0,"E. coli"
"12196","12196_F2_E. coli_",0,1,0,1,0,0,1,0,"E. coli"
"12197","12197_C4_E. coli_",0,0,1,1,0,1,0,0,"E. coli"
"12198","12198_D6_E. coli_",0,1,0,0,0,1,1,1,"E. coli"
"12199","12199_C10_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12200","12200_C11_E. coli_",1,1,0,1,0,1,1,0,"E. coli"
"12201","12201_G9_E. coli_",1,0,0,1,1,0,0,0,"E. coli"
"12202","12202_G11_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12203","12203_G7_E. coli_",1,1,1,0,0,0,1,0,"E. coli"
"12204","12204_C7_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12205","12205_G9_E. coli_",1,0,1,1,1,0,0,0,"E. coli"
"12206","12206_C2_E. coli_",0,1,0,0,0,0,0,0,"E. coli"
"12207","12207_C8_E. coli_",0,0,0,1,1,1,1,0,"E. coli"
"12208","12208_G9_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12209","12209_C5_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12210","12210_G2_E. coli_",0,0,0,0,0,1,0,0,"E. coli"
"12211","12211_E3_E. coli_",1,0,1,0,0,0,0,0,"E. coli"
"12212","12212_C7_E. coli_",0,0,0,0,1,0,1,0,"E. coli"
"12213","12213_C4_E. coli_",0,0,1,1,0,1,0,0,"E. coli"
"12214","12214_E7_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12215","12215_E8_E. coli_",1,1,0,0,0,1,0,0,"E. coli"
"12216","12216_E7_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12217","12217_G5_E. coli_",0,0,1,0,0,1,0,0,"E. coli"
"12218","12218_G7_E. coli_",1,1,1,0,0,0,1,0,"E. coli"
"12219","12219_D6_E. coli_",0,1,0,0,0,1,1,1,"E. coli"
"12220","12220_C9_E. coli_",1,1,1,1,0,1,0,0,"E. coli"
"12221","12221_E10_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12222","12222_B10_E. coli_",1,0,1,1,0,1,0,0,"E. coli"
"12223","12223_F6_E. coli_",0,1,0,1,1,1,0,1,"E. coli"
"12224","12224_C10_E. coli_",1,0,0,1,0,0,1,0,"E. coli"
"12225","12225_C4_E. coli_",0,0,1,1,0,1,0,0,"E. coli"
"12226","12226_G10_E. coli_",1,0,1,0,1,0,0,1,"E. coli"
"12227","12227_C5_E. coli_",0,1,0,0,0,0,1,0,"E. coli"
"12228","12228_G5_E. coli_",0,0,1,0,0,1,0,0,"E. coli"
"12229","12229_E6_E. coli_",0,0,1,1,1,1,0,0,"E. coli"
"12230","12230_E11_E. coli_",0,1,1,1,0,0,0,0,"E. coli"
"12231","12231_E10_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12232","12232_E11_E. coli_",0,1,1,1,0,0,0,0,"E. coli"
"12233","12233_C10_E. coli_",1,1,0,1,1,1,0,1,"E. coli"
"12234","12234_E6_E. coli_",0,0,0,1,0,0,1,1,"E. coli"
"12235","12235_C10_E. coli_",1,0,0,1,0,0,1,0,"E. coli"
"12236","12236_D5_E. coli_",0,1,1,1,0,1,1,0,"E. coli"
"12237","12237_B4_E. coli_",0,1,1,0,1,0,1,0,"E. coli"
"12238","12238_G6_E. coli_",0,1,0,1,1,0,1,1,"E. coli"
"12239","12239_B10_E. coli_",1,1,1,0,1,0,0,1,"E. coli"
"12240","12240_D2_E. coli_",0,1,0,1,1,0,0,0,"E. coli"
"12241","12241_G8_E. coli_",0,0,0,0,1,1,1,1,"E. coli"
"12242","12242_C10_E. coli_",1,0,0,1,0,0,1,0,"E. coli"
"12243","12243_G2_E. coli_",0,0,1,1,1,1,1,1,"E. coli"
"12244","12244_C9_E. coli_",1,1,1,1,0,1,0,0,"E. coli"
"12245","12245_E2_E. coli_",1,0,1,1,1,0,1,0,"E. coli"
"12246","12246_C3_E. coli_",0,0,0,0,0,0,0,1,"E. coli"
"12247","12247_B6_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12248","12248_D7_E. coli_",0,0,1,1,0,0,1,1,"E. coli"
"12249","12249_F6_E. coli_",0,0,0,1,0,0,1,0,"E. coli"
"12250","12250_D7_E. coli_",0,0,1,1,0,0,1,1,"E. coli"
"12251","12251_E9_E. coli_",1,0,1,0,0,0,1,0,"E. coli"
"12252","12252_D2_E. coli_",1,0,0,1,0,0,1,1,"E. coli"
"12253","12253_F8_E. coli_",0,0,0,1,0,1,1,1,"E. coli"
"12254","12254_E2_E. coli_",0,0,0,1,0,0,0,0,"E. coli"
"12255","12255_D7_E. coli_",0,0,1,1,1,1,1,0,"E. coli"
"12256","12256_G8_E. coli_",1,1,0,0,1,1,0,0,"E. coli"
"12257","12257_B11_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12258","12258_E6_E. coli_",0,0,0,1,0,0,1,1,"E. coli"
"12259","12259_C5_E. coli_",0,0,1,0,0,1,1,0,"E. coli"
"12260","12260_D2_E. coli_",0,1,0,1,1,0,0,0,"E. coli"
"12261","12261_E5_E. coli_",0,1,1,1,0,1,0,1,"E. coli"
"12262","12262_C11_E. coli_",1,0,0,0,0,1,0,1,"E. coli"
"12263","12263_D5_E. coli_",0,1,1,1,0,1,1,0,"E. coli"
"12264","12264_F5_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12265","12265_G11_E. coli_",1,0,0,1,1,0,0,1,"E. coli"
"12266","12266_F2_E. coli_",0,0,0,0,1,0,0,0,"E. coli"
"12267","12267_F11_E. coli_",1,1,0,0,1,1,1,0,"E. coli"
"12268","12268_B3_E. coli_",1,0,1,1,0,1,0,1,"E. coli"
"12269","12269_D7_E. coli_",0,0,0,0,1,0,0,1,"E. coli"
"12270","12270_B9_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12271","12271_D10_E. coli_",1,0,0,1,0,0,0,1,"E. coli"
"12272","12272_E11_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12273","12273_G8_E. coli_",1,1,0,0,1,1,0,0,"E. coli"
"12274","12274_E5_E. coli_",0,1,1,1,0,1,0,1,"E. coli"
"12275","12275_F4_E. coli_",0,0,1,0,1,1,0,0,"E. coli"
"12276","12276_G3_E. coli_",1,1,0,1,1,1,1,1,"E. coli"
"12277","12277_D5_E. coli_",0,1,1,1,0,1,1,0,"E. coli"
"12278","12278_B10_E. coli_",1,1,1,0,1,0,0,1,"E. coli"
"12279","12279_C8_E. coli_",1,1,0,1,1,0,0,0,"E. coli"
"12280","12280_E4_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12281","12281_E4_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12282","12282_B11_E. coli_",1,0,1,0,0,1,1,0,"E. coli"
"12283","12283_E9_E. coli_",1,0,1,0,0,0,1,0,"E. coli"
"12284","12284_E9_E. coli_",1,1,0,0,0,1,0,1,"E. coli"
"12285","12285_G8_E. coli_",1,1,0,0,1,1,0,0,"E. coli"
"12286","12286_E11_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12287","12287_E7_E. coli_",1,1,1,0,1,0,0,0,"E. coli"
"12288","12288_G4_E. coli_",0,1,0,0,1,0,0,0,"E. coli"
"12289","12289_F2_E. coli_",1,0,0,0,1,1,0,1,"E. coli"
"12290","12290_C8_E. coli_",1,1,0,1,0,0,0,0,"E. coli"
"12291","12291_B9_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12292","12292_B9_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12293","12293_F3_E. coli_",1,0,1,0,1,0,1,1,"E. coli"
"12294","12294_C7_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12295","12295_C9_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12296","12296_C11_E. coli_",1,0,0,0,0,1,0,1,"E. coli"
"12297","12297_E11_E. coli_",1,0,1,0,1,1,1,1,"E. coli"
"12298","12298_C2_E. coli_",0,1,1,1,1,0,1,1,"E. coli"
"12299","12299_B2_E. coli_",0,1,1,1,1,1,0,1,"E. coli"
"12300","12300_F8_E. coli_",1,1,1,1,1,0,0,1,"E. coli"
"12301","12301_F10_E. coli_",1,0,0,0,1,0,1,0,"E. coli"
"12302","12302_C6_E. coli_",0,0,0,1,0,1,1,0,"E. coli"
"12303","12303_D10_E. coli_",1,1,1,0,0,1,0,1,"E. coli"
"12304","12304_E9_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12305","12305_B6_E. coli_",0,1,0,0,1,1,0,1,"E. coli"
"12306","12306_E9_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12307","12307_B11_E. coli_",1,0,1,0,0,1,1,0,"E. coli"
"12308","12308_C9_E. coli_",1,0,1,0,1,0,0,0,"E. coli"
"12309","12309_G4_E. coli_",0,0,1,0,1,0,1,0,"E. coli"
"12310","12310_C9_E. coli_",1,0,1,0,1,0,0,0,"E. coli"
"12311","12311_F10_E. coli_",1,0,0,0,1,0,1,0,"E. coli"
"12312","12312_E3_E. coli_",1,0,1,0,1,1,0,1,"E. coli"
"12313","12313_G4_E. coli_",0,1,0,0,1,0,0,0,"E. coli"
"12314","12314_C6_E. coli_",0,0,0,1,0,1,1,0,"E. coli"
"12315","12315_G9_E. coli_",1,0,1,1,1,0,0,0,"E. coli"
"12316","12316_D8_E. coli_",0,0,0,1,1,1,0,1,"E. coli"
"12317","12317_E2_E. coli_",0,1,1,0,1,1,1,1,"E. coli"
"12318","12318_E9_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12319","12319_G9_E. coli_",1,0,1,1,1,0,0,0,"E. coli"
"12320","12320_B5_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12321","12321_F3_E. coli_",0,1,1,1,0,0,0,1,"E. coli"
"12322","12322_E3_E. coli_",1,0,1,0,0,0,0,0,"E. coli"
"12323","12323_E2_E. coli_",0,1,1,0,1,1,1,1,"E. coli"
"12324","12324_G6_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12325","12325_B4_E. coli_",0,1,1,0,1,0,1,0,"E. coli"
"12326","12326_F9_E. coli_",1,1,0,0,0,0,1,1,"E. coli"
"12327","12327_D3_E. coli_",0,1,0,0,1,0,0,1,"E. coli"
"12328","12328_D8_E. coli_",0,0,0,1,1,1,0,1,"E. coli"
"12329","12329_D11_E. coli_",1,1,0,1,0,1,0,1,"E. coli"
"12330","12330_F8_E. coli_",1,1,1,1,1,0,0,1,"E. coli"
"12331","12331_B2_E. coli_",0,1,1,0,0,0,1,0,"E. coli"
"12332","12332_D9_E. coli_",1,1,1,0,1,1,1,0,"E. coli"
"12333","12333_D7_E. coli_",0,0,1,1,1,1,1,0,"E. coli"
"12334","12334_G2_E. coli_",0,1,0,1,0,0,0,1,"E. coli"
"12335","12335_G6_E. coli_",0,1,0,1,1,0,1,1,"E. coli"
"12336","12336_E11_E. coli_",1,0,0,1,1,1,0,0,"E. coli"
"12337","12337_C6_E. coli_",0,0,0,1,0,1,1,0,"E. coli"
"12338","12338_F10_E. coli_",1,0,1,0,1,0,1,0,"E. coli"
"12339","12339_E11_E. coli_",1,1,0,1,0,0,1,1,"E. coli"
"12340","12340_D5_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12341","12341_C8_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12342","12342_G4_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12343","12343_G2_E. coli_",0,1,0,1,0,0,0,1,"E. coli"
"12344","12344_E8_E. coli_",1,1,0,1,0,0,1,0,"E. coli"
"12345","12345_B7_E. coli_",0,0,1,1,0,1,1,0,"E. coli"
"12346","12346_E4_E. coli_",0,1,1,0,0,0,0,0,"E. coli"
"12347","12347_F3_E. coli_",0,1,1,1,0,0,0,1,"E. coli"
"12348","12348_G7_E. coli_",1,1,1,0,0,0,1,0,"E. coli"
"12349","12349_E3_E. coli_",0,1,0,0,0,1,1,0,"E. coli"
"12350","12350_F8_E. coli_",0,0,0,1,0,1,1,1,"E. coli"
"12351","12351_E3_E. coli_",1,1,1,1,0,1,1,1,"E. coli"
"12352","12352_D4_E. coli_",0,0,1,1,0,0,1,0,"E. coli"
"12353","12353_C8_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12354","12354_C7_E. coli_",0,0,0,0,0,1,1,1,"E. coli"
"12355","12355_C2_E. coli_",0,1,0,0,0,0,0,0,"E. coli"
"12356","12356_F11_E. coli_",0,1,1,0,1,0,0,0,"E. coli"
"12357","12357_F3_E. coli_",0,1,1,1,0,0,0,1,"E. coli"
"12358","12358_E3_E. coli_",1,1,1,1,0,1,1,1,"E. coli"
"12359","12359_D4_E. coli_",0,1,1,0,0,1,1,0,"E. coli"
"12360","12360_C5_E. coli_",0,1,0,0,0,0,1,0,"E. coli"
"12361","12361_C8_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12362","12362_D2_E. coli_",0,0,1,0,0,0,0,0,"E. coli"
"12363","12363_C2_E. coli_",0,1,0,0,0,0,0,0,"E. coli"
"12364","12364_C3_E. coli_",0,0,0,0,0,0,0,1,"E. coli"
"12365","12365_G5_E. coli_",0,0,1,0,0,1,0,0,"E. coli"
"12366","12366_G9_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12367","12367_F8_E. coli_",1,1,0,1,0,0,0,1,"E. coli"
"12368","12368_D4_E. coli_",0,0,1,1,0,0,1,0,"E. coli"
"12369","12369_C10_E. coli_",1,1,0,1,1,1,0,1,"E. coli"
"12370","12370_F11_E. coli_",0,1,1,0,1,0,0,0,"E. coli"
"12371","12371_C3_E. coli_",1,1,1,1,1,1,0,1,"E. coli"
"12372","12372_E5_E. coli_",0,1,1,1,0,1,0,1,"E. coli"
"12373","12373_G11_E. coli_",0,1,1,0,0,1,0,0,"E. coli"
"12374","12374_G11_E. coli_",1,1,0,0,1,1,0,1,"E. coli"
"12375","12375_G7_E. coli_",0,0,1,1,0,1,1,1,"E. coli"
"12376","12376_F4_E. coli_",1,0,0,0,1,1,1,1,"E. coli"
"12377","12377_D10_E. coli_",1,0,0,1,0,0,0,1,"E. coli"
"12378","12378_C7_E. coli_",0,0,0,0,0,1,1,1,"E. coli"
"12379","12379_D2_E. coli_",1,0,0,1,0,0,1,1,"E. coli"
"12380","12380_D2_E. coli_",0,1,0,1,1,0,0,0,"E. coli"
"12381","12381_F4_E. coli_",0,1,0,1,0,0,0,0,"E. coli"
"12382","12382_G8_E. coli_",1,1,0,0,0,0,0,1,"E. coli"
"12383","12383_B3_E. coli_",0,1,0,0,1,1,0,0,"E. coli"
"12384","12384_F10_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12385","12385_B7_E. coli_",0,0,1,1,0,1,1,0,"E. coli"
"12386","12386_F9_E. coli_",1,1,1,0,1,0,1,1,"E. coli"
"12387","12387_B8_E. coli_",0,0,1,0,1,1,1,1,"E. coli"
"12388","12388_B11_E. coli_",1,0,1,0,0,1,1,0,"E. coli"
"12389","12389_C7_E. coli_",0,0,0,0,0,1,1,1,"E. coli"
"12390","12390_G3_E. coli_",1,0,0,0,1,0,0,0,"E. coli"
"12391","12391_B3_E. coli_",1,0,1,1,0,1,0,1,"E. coli"
"12392","12392_E7_E. coli_",0,0,0,0,0,1,1,0,"E. coli"
"12393","12393_E2_E. coli_",1,0,0,0,1,1,1,0,"E. coli"
"12394","12394_C3_E. coli_",0,0,0,0,0,0,0,1,"E. coli"
"12395","12395_G9_E. coli_",1,1,1,0,0,1,1,1,"E. coli"
"12396","12396_G6_E. coli_",0,0,0,1,0,0,0,1,"E. coli"
"12397","12397_F4_E. coli_",0,1,1,0,0,0,1,1,"E. coli"
"12398","12398_G6_E. coli_",0,0,0,1,0,0,0,1,"E. coli"
"12399","12399_E10_E. coli_",1,0,0,0,1,1,0,0,"E. coli"
"12400","12400_E3_E. coli_",1,0,1,0,1,1,0,1,"E. coli"
"12401","12401_C6_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12402","12402_D10_E. coli_",1,0,1,1,0,0,0,1,"E. coli"
"12403","12403_E9_E. coli_",1,1,1,1,0,0,0,1,"E. coli"
"12404","12404_G5_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12405","12405_F7_E. coli_",0,0,1,1,1,0,1,1,"E. coli"
"12406","12406_E4_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12407","12407_G7_E. coli_",0,0,1,1,0,1,1,1,"E. coli"
"12408","12408_B8_E. coli_",0,0,1,0,0,1,1,1,"E. coli"
"12409","12409_C8_E. coli_",1,1,0,1,1,0,0,0,"E. coli"
"12410","12410_D3_E. coli_",1,1,0,0,0,0,0,0,"E. coli"
"12411","12411_E9_E. coli_",1,1,0,0,0,1,0,1,"E. coli"
"12412","12412_C8_E. coli_",1,1,0,1,1,0,0,0,"E. coli"
"12413","12413_E9_E. coli_",1,1,0,0,0,1,0,1,"E. coli"
"12414","12414_C4_E. coli_",0,1,1,1,1,1,1,1,"E. coli"
"12415","12415_E10_E. coli_",1,1,1,0,0,0,1,1,"E. coli"
"12416","12416_D5_E. coli_",0,1,0,1,0,1,1,0,"E. coli"
"12417","12417_E5_E. coli_",0,0,1,0,0,0,1,1,"E. coli"
"12418","12418_C8_E. coli_",1,1,0,1,0,0,0,0,"E. coli"
"12419","12419_C6_E. coli_",0,0,1,0,0,0,0,1,"E. coli"
"12420","12420_F11_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12421","12421_G10_E. coli_",1,0,1,1,1,1,1,0,"E. coli"
"12422","12422_E2_E. coli_",0,1,0,1,0,1,0,0,"E. coli"
"12423","12423_F2_E. coli_",0,0,0,0,1,0,0,0,"E. coli"
"12424","12424_D11_E. coli_",1,0,0,0,0,0,1,1,"E. coli"
"12425","12425_G10_E. coli_",1,0,1,1,1,1,1,0,"E. coli"
"12426","12426_C4_E. coli_",1,0,0,0,0,0,1,0,"E. coli"
"12427","12427_E7_E. coli_",0,0,1,0,1,1,1,0,"E. coli"
"12428","12428_C6_E. coli_",0,0,1,0,0,0,0,1,"E. coli"
"12429","12429_F10_E. coli_",1,0,1,0,1,0,1,0,"E. coli"
"12430","12430_D3_E. coli_",1,1,0,0,0,0,0,0,"E. coli"
"12431","12431_C2_E. coli_",0,1,1,1,1,0,1,1,"E. coli"
"12432","12432_D8_E. coli_",1,1,1,1,1,1,0,0,"E. coli"
"12433","12433_D5_E. coli_",0,1,0,1,0,1,1,0,"E. coli"
"12434","12434_E5_E. coli_",0,0,1,1,0,0,0,0,"E. coli"
"12435","12435_B2_E. coli_",1,1,0,0,1,0,1,1,"E. coli"
"12436","12436_E5_E. coli_",0,0,1,1,0,0,0,0,"E. coli"
"12437","12437_D3_E. coli_",0,1,0,0,1,0,0,1,"E. coli"
"12438","12438_D5_E. coli_",0,0,1,0,0,1,0,1,"E. coli"
"12439","12439_E5_E. coli_",0,0,1,0,0,0,1,1,"E. coli"
"12440","12440_G4_E. coli_",0,0,1,0,1,0,1,0,"E. coli"
"12441","12441_E8_E. coli_",1,1,1,1,1,0,1,0,"E. coli"
"12442","12442_G3_E. coli_",1,0,1,0,0,1,1,1,"E. coli"
"12443","12443_C7_E. coli_",0,1,0,0,1,1,1,1,"E. coli"
"12444","12444_E4_E. coli_",1,0,0,1,0,1,1,1,"E. coli"
"12445","12445_D11_E. coli_",1,0,1,0,0,0,1,1,"E. coli"
"12446","12446_D6_E. coli_",0,0,0,1,0,1,0,1,"E. coli"
"12447","12447_D10_E. coli_",1,1,0,1,1,0,1,1,"E. coli"
"12448","12448_B3_E. coli_",1,0,1,1,0,1,0,1,"E. coli"
"12449","12449_C9_E. coli_",1,0,1,0,1,0,0,0,"E. coli"
"12450","12450_F7_E. coli_",1,1,1,0,0,1,0,0,"E. coli"
"12451","12451_E3_E. coli_",0,1,1,1,0,0,1,0,"E. coli"
"12452","12452_G11_E. coli_",0,1,1,1,1,1,1,0,"E. coli"
"12453","12453_B5_E. coli_",0,1,1,1,1,0,1,0,"E. coli"
"12454","12454_F3_E. coli_",1,0,0,1,0,0,0,0,"E. coli"
"12455","12455_G6_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12456","12456_F4_E. coli_",1,0,0,0,1,1,1,1,"E. coli"
"12457","12457_D3_E. coli_",0,1,1,1,0,1,0,0,"E. coli"
"12458","12458_G3_E. coli_",0,1,1,0,1,1,0,0,"E. coli"
"12459","12459_C5_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12460","12460_E3_E. coli_",0,1,0,0,0,1,1,0,"E. coli"
"12461","12461_C7_E. coli_",0,0,0,0,1,0,1,0,"E. coli"
"12462","12462_D9_E. coli_",1,1,1,0,1,1,1,0,"E. coli"
"12463","12463_G8_E. coli_",1,1,1,1,0,1,1,0,"E. coli"
"12464","12464_C4_E. coli_",1,0,0,0,0,0,1,0,"E. coli"
"12465","12465_G10_E. coli_",1,0,0,0,1,0,0,1,"E. coli"
"12466","12466_D11_E. coli_",1,0,1,0,0,0,1,1,"E. coli"
"12467","12467_E7_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12468","12468_E6_E. coli_",0,0,0,1,0,0,1,1,"E. coli"
"12469","12469_D4_E. coli_",0,0,1,1,0,0,1,0,"E. coli"
"12470","12470_E3_E. coli_",1,0,1,0,1,1,0,1,"E. coli"
"12471","12471_F2_E. coli_",0,0,0,0,1,0,0,0,"E. coli"
"12472","12472_C11_E. coli_",1,0,1,1,1,0,1,1,"E. coli"
"12473","12473_C7_E. coli_",0,0,0,0,1,0,1,0,"E. coli"
"12474","12474_B7_E. coli_",0,1,0,1,0,1,1,1,"E. coli"
"12475","12475_C6_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12476","12476_E5_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12477","12477_G7_E. coli_",0,0,0,0,0,0,0,0,"E. coli"
"12478","12478_D2_E. coli_",0,0,1,0,0,0,0,0,"E. coli"
"12479","12479_E7_E. coli_",0,0,1,1,1,1,0,1,"E. coli"
"12480","12480_G3_E. coli_",1,0,0,0,1,0,0,0,"E. coli"
"12481","12481_F8_E. coli_",1,1,0,0,0,0,1,0,"E. coli"
"12482","12482_C9_E. coli_",1,1,0,0,1,0,0,1,"E. coli"
"12483","12483_C5_E. coli_",0,1,1,1,1,0,0,1,"E. coli"
"12484","12484_C9_E. coli_",1,1,0,0,1,0,0,1,"E. coli"
"12485","12485_B7_E. coli_",0,0,1,1,0,1,1,0,"E. coli"
"12486","12486_C5_E. coli_",0,1,0,0,0,0,1,0,"E. coli"
"12487","12487_G4_E. coli_",0,1,0,1,1,1,0,0,"E. coli"
"12488","12488_C11_E. coli_",1,0,1,1,1,0,1,1,"E. coli"
"12489","12489_F9_E. coli_",1,0,1,0,0,0,0,1,"E. coli"
"12490","12490_F5_E. coli_",0,0,0,1,1,1,0,0,"E. coli"
"12491","12491_G7_E. coli_",1,1,1,0,0,0,1,0,"E. coli"
"12492","12492_G4_E. coli_",0,1,1,1,1,1,0,0,"E. coli"
"12493","12493_G11_E. coli_",0,1,1,0,0,1,0,0,"E. coli"
"12494","12494_G7_E. coli_",0,0,1,0,1,0,1,1,"E. coli"
